targetFile,profileKey,court,timePeriod,targetKey,label,lowerBound,upperBound,observedValue,n,unit,method,reliability,useForValidation,note,sourceName,sourceUrl,constructionNote
germany-bverfg-2024.csv,germany-bverfg-2024,German Federal Constitutional Court,2024,direct_court_cost,Normalized direct court cost,0.560,0.680,0.620,16,normalized,benchmark cost profile,medium,false,Cost target uses budget and judge/staff scale normalized against comparator courts.,Institutional cost benchmark synthesis,,Normalized institutional-cost benchmark on the simulator 0-1 scale; retained for stress testing but excluded from validation counts until source denominators and normalization workbook are archived.
germany-bverfg-2024.csv,germany-bverfg-2024,German Federal Constitutional Court,2024,capacity_strain_cost,Normalized capacity strain,0.500,0.640,0.560,0,normalized,benchmark cost profile,medium,false,Capacity target reflects complaint volume and screening workload.,Institutional cost benchmark synthesis,,Normalized institutional-cost benchmark on the simulator 0-1 scale; retained for stress testing but excluded from validation counts until source denominators and normalization workbook are archived.
institutional-cost-profiles.csv,cost-us-supreme-court,U.S. Supreme Court,FY2025,direct_court_cost,Normalized direct court cost,0.690,0.790,0.740,9,normalized,budget and staffing benchmark,medium,false,FY2025 request and court staffing normalized to the simulator cost scale.,Institutional cost benchmark synthesis,https://www.supremecourt.gov/,Normalized institutional-cost benchmark on the simulator 0-1 scale; retained for stress testing but excluded from validation counts until source denominators and normalization workbook are archived.
institutional-cost-profiles.csv,cost-us-supreme-court,U.S. Supreme Court,FY2025,capacity_strain_cost,Normalized capacity strain,0.420,0.540,0.480,0,normalized,budget and filings benchmark,medium,false,Capacity target reflects filings versus merits output for the top court.,Institutional cost benchmark synthesis,https://www.supremecourt.gov/,Normalized institutional-cost benchmark on the simulator 0-1 scale; retained for stress testing but excluded from validation counts until source denominators and normalization workbook are archived.
institutional-cost-profiles.csv,cost-uk-supreme-court,UK Supreme Court,recent annual,direct_court_cost,Normalized direct court cost,0.370,0.490,0.430,12,normalized,budget and staffing benchmark,medium,false,Direct cost profile uses gross/net budget and FTE scale.,Institutional cost benchmark synthesis,https://www.supremecourt.uk/,Normalized institutional-cost benchmark on the simulator 0-1 scale; retained for stress testing but excluded from validation counts until source denominators and normalization workbook are archived.
institutional-cost-profiles.csv,cost-france-conseil,French Constitutional Council,recent annual,direct_court_cost,Normalized direct court cost,0.280,0.400,0.340,9,normalized,budget and decision benchmark,medium,false,Small direct budget with substantial external filtering.,Institutional cost benchmark synthesis,https://www.conseil-constitutionnel.fr/,Normalized institutional-cost benchmark on the simulator 0-1 scale; retained for stress testing but excluded from validation counts until source denominators and normalization workbook are archived.
south-africa-constcourt-recent.csv,south-africa-constcourt-recent,Constitutional Court of South Africa,recent annual average,merits_invalidation_rate,Merits invalidation proxy,0.470,0.590,0.5318,0,share,merits outcome synthesis,medium,false,Merits invalidation target is separated from all-application invalidation because intake filtering is heavy.,Constitutional Court statistics synthesis,https://www.concourt.org.za/,Contextual merits-outcome proxy without an archived denominator; retained for stress testing but excluded from validation counts.
south-africa-constcourt-recent.csv,south-africa-constcourt-recent,Constitutional Court of South Africa,recent annual average,intake_acceptance_rate,Petition-to-judgment throughput proxy,0.1085,0.1809,0.1408,355,share,2023 petitions and approximate annual judgment output,medium,true,Judgments divided by petitions is a rough access-throughput proxy not a literal merits grant rate.,Ally et al. Constitutional Court docket snapshot 2024,https://scielo.org.za/scielo.php?pid=S1727-37812024000100077&script=sci_arttext,Observed value uses the article's statement that the Court currently delivers around 50 judgments a year divided by its reported 355 petitions received in 2023; promoted as a narrow petition-throughput benchmark for the South African Constitutional Court profile, not as a full merits review-rate estimate.
south-africa-constcourt-recent.csv,south-africa-constcourt-recent,Constitutional Court of South Africa,recent annual average,public_trust,Public trust proxy,0.360,0.500,0.430,0,share,public-trust survey proxy,medium,false,Public trust row is contextual and not a direct case-outcome validation.,Comparative calibration research synthesis,,Contextual public-opinion proxy; retained for interpretation of legitimacy assumptions but excluded from validation counts because it is not a case-output analogue.
south-africa-constcourt-recent.csv,south-africa-constcourt-recent,Constitutional Court of South Africa,recent annual average,capacity_strain_cost,Normalized capacity strain,0.610,0.750,0.680,0,normalized,benchmark cost profile,medium,false,Capacity strain reflects pending caseload and vacancy or resource-pressure notes.,Institutional cost benchmark synthesis,,Normalized institutional-cost benchmark on the simulator 0-1 scale; retained for stress testing but excluded from validation counts until source denominators and normalization workbook are archived.
uk-human-rights-doi-2025.csv,uk-human-rights-doi-2025,United Kingdom domestic courts,July 2000-July 2025,legislative_response_rate,Strict response after declarations of incompatibility,0.430,0.460,0.4444,63,share,official declaration status table,medium,true,Annex A lists 63 declarations of incompatibility and identifies 28 addressed by remedial order primary or secondary legislation or other measures.,Ministry of Justice Responding to human rights judgments 2024-2025,https://assets.publishing.service.gov.uk/media/6945786872075a1d4a50898f/Responding_to_human_rights_judgments_2024-2025__web_.pdf,Observed value is 28 declarations addressed by remedial order primary or secondary legislation or other measures divided by 63 declarations listed in Annex A; appeal-open proposed and under-consideration rows are not counted as responses.
uk-human-rights-doi-2025.csv,uk-human-rights-doi-2025,United Kingdom domestic courts,July 2000-July 2025,legislative_response_credibility,Statutory amendment or repeal after declarations of incompatibility,0.410,0.450,0.4286,63,share,official declaration status table,medium,true,Annex A identifies 27 declarations addressed by statutory amendment or repeal among 63 listed declarations of incompatibility.,Ministry of Justice Responding to human rights judgments 2024-2025,https://assets.publishing.service.gov.uk/media/6945786872075a1d4a50898f/Responding_to_human_rights_judgments_2024-2025__web_.pdf,Observed value is 27 declarations addressed by statutory amendment or repeal divided by 63 declarations listed in Annex A; remedial-order and other-measure rows remain covered by the broader legislative-response-rate target.
uk-supreme-court-2024-2025.csv,uk-supreme-court-2024-2025,UK Supreme Court,2024-2025,intake_acceptance_rate,Permission-to-appeal grant rate,0.345,0.375,0.3610,170,share,official annual PTA decisions and grants,high,true,The annual report states that the UKSC decided 170 PTAs and granted permission in 61 of them; this is a discretionary top-court intake proxy.,UK Supreme Court Annual Report and Accounts 2024-2025,https://www.supremecourt.uk/uploads/The_Supreme_Court_Annual_Report_2024_25_0ad2802fb7.pdf,Observed value is the official grant-rate statement for 61 granted permissions among 170 decided PTAs; the report chart also lists two other dispositions and 35.5 percent when those other dispositions are included.
uk-supreme-court-2024-2025.csv,uk-supreme-court-2024-2025,UK Supreme Court,2024-2025,case_selection_access,Permission-to-appeal case-selection access proxy,0.345,0.375,0.3610,170,share,official annual PTA grant share used as access proxy,high,true,The annual report's permission-to-appeal grant rate is duplicated here as a bounded proxy for top-court case-selection access; it should not be read as litigant-capacity measurement.,UK Supreme Court Annual Report and Accounts 2024-2025,https://www.supremecourt.uk/uploads/The_Supreme_Court_Annual_Report_2024_25_0ad2802fb7.pdf,Observed value is 61 granted permissions among 170 decided PTAs; this promotes case-selection access as a source-bearing diagnostic while preserving the warning that it is a grant-rate proxy rather than a complete access measure.
echr-2024.csv,echr-2024,European Court of Human Rights,2024,intake_acceptance_rate,Probable Chamber or Committee case share,0.305,0.326,0.3160,28800,share,official allocated-application formation split,medium,true,The statistics analysis reports 28 800 applications allocated to a judicial formation and 9 100 probable Chamber or Committee cases; this is an access-through-filter proxy and uses rounded official counts.,ECHR Analysis of Statistics 2024,https://www.echr.coe.int/documents/d/echr/stats-analysis-2024-eng,Observed value is 9100 probable Chamber or Committee cases divided by 28800 applications allocated to a judicial formation; because the official counts are rounded this target uses a modest interval.
echr-2024.csv,echr-2024,European Court of Human Rights,2024,emergency_relief_rate,Rule 39 interim-measure grant rate,0.218,0.238,0.2276,1630,share,official Rule 39 decision count,high,true,The statistics analysis reports 1630 interim-measure decisions and 371 grants under Rule 39; this is an emergency-relief analogue for treaty-court interim measures.,ECHR Analysis of Statistics 2024,https://www.echr.coe.int/documents/d/echr/stats-analysis-2024-eng,Observed value is 371 Rule 39 grants divided by 1630 total interim-measure decisions.
cjeu-2024.csv,cjeu-2024,Court of Justice of the European Union,2024,preliminary_reference_rate,Preliminary-reference docket share,0.613,0.633,0.6228,920,share,official judicial activity route mix,high,true,The 2024 statistics list 573 preliminary references among 920 incoming Court of Justice cases.,Court of Justice of the European Union judicial activity statistics 2024,https://curia.europa.eu/site/jcms/p1_1000061369/en/statistics-concerning-the-judicial-activity-of-the-court-of-justice-2024,Observed value is 573 preliminary references divided by 920 incoming Court of Justice cases; use as CJEU route-mix diagnostic only.
cjeu-2024.csv,cjeu-2024,Court of Justice of the European Union,2024,appeal_route_rate,Appeal route docket share,0.292,0.311,0.3011,920,share,official judicial activity route mix,high,true,The 2024 statistics list 277 appeals among 920 incoming Court of Justice cases.,Court of Justice of the European Union judicial activity statistics 2024,https://curia.europa.eu/site/jcms/p1_1000061369/en/statistics-concerning-the-judicial-activity-of-the-court-of-justice-2024,Observed value is 277 appeals divided by 920 incoming Court of Justice cases; use as CJEU route-mix diagnostic only.
cjeu-2024.csv,cjeu-2024,Court of Justice of the European Union,2024,direct_action_rate,Direct-action docket share,0.052,0.064,0.0576,920,share,official judicial activity route mix,high,true,The 2024 statistics list 53 direct actions among 920 incoming Court of Justice cases.,Court of Justice of the European Union judicial activity statistics 2024,https://curia.europa.eu/site/jcms/p1_1000061369/en/statistics-concerning-the-judicial-activity-of-the-court-of-justice-2024,Observed value is 53 direct actions divided by 920 incoming Court of Justice cases; use as CJEU route-mix diagnostic only.
cjeu-2024.csv,cjeu-2024,Court of Justice of the European Union,2019-2025 rule-of-law rulings,compliance_rate,Full compliance with rule-of-law rulings,0.534,0.632,0.584,382,share,EIN/DRI rule-of-law ruling compliance coding,medium,true,EIN and DRI count 223 fully complied CJEU rule-of-law-related rulings among 382 rulings assessed across 25 EU member states.,EIN and Democracy Reporting International Justice Delayed and Justice Denied 2025,https://www.einnetwork.org/justice-delayed-justice-denied,Observed value is 223 fully complied rule-of-law-related CJEU rulings divided by 382 assessed rulings issued from 2019 to 2025; source range uses the rounded Wilson 95 percent interval and this row is a narrow rule-of-law compliance diagnostic rather than whole-docket CJEU validation.
us-supreme-court-1946-2024.csv,scdb-postwar-merits-1946-2024,U.S. Supreme Court,1946-2024 terms,doctrine_mix.speech,Speech docket share,0.060,0.091,0.0757,9341,share,SCDB issue-area proxy,high,true,SCDB issueArea 3 share in case-centered citation data.,Supreme Court Database 2025 Release 01,https://scdb.la.psu.edu/data/2025-release-01/,Audited from SCDB 2025 Release 01 case-centered Supreme Court Citation CSV: 707 cases matching issueArea=3 divided by 9341 case-centered citation rows in 1946-2024 terms.
us-supreme-court-1946-2024.csv,scdb-postwar-merits-1946-2024,U.S. Supreme Court,1946-2024 terms,doctrine_mix.equality,Civil-rights and privacy docket share,0.135,0.169,0.1521,9341,share,SCDB issue-area proxy,high,true,SCDB issueArea 2 and 5 less election-law issue subset.,Supreme Court Database 2025 Release 01,https://scdb.la.psu.edu/data/2025-release-01/,"Audited from SCDB 2025 Release 01 case-centered Supreme Court Citation CSV: 1421 cases matching issueArea in {2,5} excluding election-law issue codes 20010, 20020, 20030, 20090, 30140 divided by 9341 case-centered citation rows in 1946-2024 terms."
us-supreme-court-1946-2024.csv,scdb-postwar-merits-1946-2024,U.S. Supreme Court,1946-2024 terms,doctrine_mix.criminal_procedure,Criminal procedure docket share,0.207,0.244,0.2251,9341,share,SCDB issue-area proxy,high,true,SCDB issueArea 1 share in case-centered citation data.,Supreme Court Database 2025 Release 01,https://scdb.la.psu.edu/data/2025-release-01/,Audited from SCDB 2025 Release 01 case-centered Supreme Court Citation CSV: 2103 cases matching issueArea=1 divided by 9341 case-centered citation rows in 1946-2024 terms.
us-supreme-court-1946-2024.csv,scdb-postwar-merits-1946-2024,U.S. Supreme Court,1946-2024 terms,doctrine_mix.federalism,Federalism docket share,0.041,0.071,0.0559,9341,share,SCDB issue-area proxy,high,true,SCDB issueArea 10 and 11 share in case-centered citation data.,Supreme Court Database 2025 Release 01,https://scdb.la.psu.edu/data/2025-release-01/,"Audited from SCDB 2025 Release 01 case-centered Supreme Court Citation CSV: 522 cases matching issueArea in {10,11} divided by 9341 case-centered citation rows in 1946-2024 terms."
us-supreme-court-1946-2024.csv,scdb-postwar-merits-1946-2024,U.S. Supreme Court,1946-2024 terms,doctrine_mix.election_law,Election-law docket share,0.013,0.040,0.0263,9341,share,SCDB issue-code proxy,medium,true,SCDB issues 20010 20020 20030 20090 and 30140.,Supreme Court Database issue codebook,https://scdb.la.psu.edu/online-codebook/issue/,"Audited from SCDB 2025 Release 01 case-centered Supreme Court Citation CSV: 246 cases matching issue in {20010,20020,20030,20090,30140} divided by 9341 case-centered citation rows in 1946-2024 terms."
us-supreme-court-1946-2024.csv,scdb-postwar-merits-1946-2024,U.S. Supreme Court,1946-2024 terms,doctrine_mix.emergency_powers,Emergency-powers merits share,0.000,0.012,0.0011,9341,share,SCDB issue-code proxy,medium,true,SCDB executive-authority issue 130015 share in merits data.,Supreme Court Database issue codebook,https://scdb.la.psu.edu/online-codebook/issue/,Audited from SCDB 2025 Release 01 case-centered Supreme Court Citation CSV: 10 cases matching issue=130015 divided by 9341 case-centered citation rows in 1946-2024 terms.
us-supreme-court-1946-2024.csv,scdb-postwar-merits-1946-2024,U.S. Supreme Court,1946-2024 terms,doctrine_mix.administrative_state,Administrative and economic regulation share,0.199,0.236,0.2171,9341,share,SCDB issue-area plus agency-review proxy,medium,true,SCDB economic activity plus agency-review issue 90120 proxy.,Supreme Court Database issue codebook,https://scdb.la.psu.edu/online-codebook/issue/,Audited from SCDB 2025 Release 01 case-centered Supreme Court Citation CSV: 2028 cases matching issueArea=8 or issue=90120 divided by 9341 case-centered citation rows in 1946-2024 terms.
us-supreme-court-2000-2024.csv,scdb-modern-merits-2000-2024,U.S. Supreme Court,2000-2024 terms,doctrine_mix.speech,Speech docket share,0.039,0.080,0.0594,1886,share,SCDB issue-area proxy,high,true,SCDB issueArea 3 share in case-centered citation data.,Supreme Court Database 2025 Release 01,https://scdb.la.psu.edu/data/2025-release-01/,Audited from SCDB 2025 Release 01 case-centered Supreme Court Citation CSV: 112 cases matching issueArea=3 divided by 1886 case-centered citation rows in 2000-2024 terms.
us-supreme-court-2000-2024.csv,scdb-modern-merits-2000-2024,U.S. Supreme Court,2000-2024 terms,doctrine_mix.equality,Civil-rights and privacy docket share,0.137,0.191,0.1638,1886,share,SCDB issue-area proxy,high,true,SCDB issueArea 2 and 5 less election-law issue subset.,Supreme Court Database 2025 Release 01,https://scdb.la.psu.edu/data/2025-release-01/,"Audited from SCDB 2025 Release 01 case-centered Supreme Court Citation CSV: 309 cases matching issueArea in {2,5} excluding election-law issue codes 20010, 20020, 20030, 20090, 30140 divided by 1886 case-centered citation rows in 2000-2024 terms."
us-supreme-court-2000-2024.csv,scdb-modern-merits-2000-2024,U.S. Supreme Court,2000-2024 terms,doctrine_mix.criminal_procedure,Criminal procedure docket share,0.230,0.289,0.2593,1886,share,SCDB issue-area proxy,high,true,SCDB issueArea 1 share in case-centered citation data.,Supreme Court Database 2025 Release 01,https://scdb.la.psu.edu/data/2025-release-01/,Audited from SCDB 2025 Release 01 case-centered Supreme Court Citation CSV: 489 cases matching issueArea=1 divided by 1886 case-centered citation rows in 2000-2024 terms.
us-supreme-court-2000-2024.csv,scdb-modern-merits-2000-2024,U.S. Supreme Court,2000-2024 terms,doctrine_mix.federalism,Federalism docket share,0.037,0.078,0.0573,1886,share,SCDB issue-area proxy,high,true,SCDB issueArea 10 and 11 share in case-centered citation data.,Supreme Court Database 2025 Release 01,https://scdb.la.psu.edu/data/2025-release-01/,"Audited from SCDB 2025 Release 01 case-centered Supreme Court Citation CSV: 108 cases matching issueArea in {10,11} divided by 1886 case-centered citation rows in 2000-2024 terms."
us-supreme-court-2000-2024.csv,scdb-modern-merits-2000-2024,U.S. Supreme Court,2000-2024 terms,doctrine_mix.election_law,Election-law docket share,0.009,0.043,0.0260,1886,share,SCDB issue-code proxy,medium,true,SCDB issues 20010 20020 20030 20090 and 30140.,Supreme Court Database issue codebook,https://scdb.la.psu.edu/online-codebook/issue/,"Audited from SCDB 2025 Release 01 case-centered Supreme Court Citation CSV: 49 cases matching issue in {20010,20020,20030,20090,30140} divided by 1886 case-centered citation rows in 2000-2024 terms."
us-supreme-court-2000-2024.csv,scdb-modern-merits-2000-2024,U.S. Supreme Court,2000-2024 terms,doctrine_mix.emergency_powers,Emergency-powers merits share,0.000,0.019,0.0053,1886,share,SCDB issue-code proxy,medium,true,SCDB executive-authority issue 130015 share in merits data.,Supreme Court Database issue codebook,https://scdb.la.psu.edu/online-codebook/issue/,Audited from SCDB 2025 Release 01 case-centered Supreme Court Citation CSV: 10 cases matching issue=130015 divided by 1886 case-centered citation rows in 2000-2024 terms.
us-supreme-court-2000-2024.csv,scdb-modern-merits-2000-2024,U.S. Supreme Court,2000-2024 terms,doctrine_mix.administrative_state,Administrative and economic regulation share,0.193,0.250,0.2216,1886,share,SCDB issue-area plus agency-review proxy,medium,true,SCDB economic activity plus agency-review issue 90120 proxy.,Supreme Court Database issue codebook,https://scdb.la.psu.edu/online-codebook/issue/,Audited from SCDB 2025 Release 01 case-centered Supreme Court Citation CSV: 418 cases matching issueArea=8 or issue=90120 divided by 1886 case-centered citation rows in 2000-2024 terms.
us-supreme-court-2024-public-emergency.csv,scotus-emergency-2024-2025,U.S. Supreme Court,2024-2025 emergency docket,emergency_relief_rate,Substantive emergency application relief rate,0.310,0.460,0.440,43,share,SCOTUSblog emergency application universe summary,medium,true,Substantive emergency applications only; excludes many refilings and death-penalty matters where noted.,SCOTUSblog Davis 2025 emergency docket summary,https://www.scotusblog.com/,Emergency-docket target uses the recorded substantive-application universe and denominator in this row; it is validation eligible only when the source URL and n are present.
us-supreme-court-2024-public-emergency.csv,scotus-emergency-2024-2025,U.S. Supreme Court,2024-2025 emergency docket,emergency_reason_giving_rate,Written explanation share,0.200,0.360,0.279,43,share,SCOTUSblog emergency application universe summary,medium,true,Reason-giving proxy from written explanation share in substantive emergency applications.,SCOTUSblog Davis 2025 emergency docket summary,https://www.scotusblog.com/,Emergency-docket target uses the recorded substantive-application universe and denominator in this row; it is validation eligible only when the source URL and n are present.
us-supreme-court-2024-public-emergency.csv,scotus-emergency-2024-2025,U.S. Supreme Court,2024-2025 emergency docket,emergency_public_disagreement_rate,Public disagreement share,0.570,0.760,0.670,43,share,SCOTUSblog emergency application universe summary,medium,true,Public disagreement includes dissent or separate writing signals in substantive emergency applications.,SCOTUSblog Davis 2025 emergency docket summary,https://www.scotusblog.com/,Emergency-docket target uses the recorded substantive-application universe and denominator in this row; it is validation eligible only when the source URL and n are present.
