caseKey,caseName,caseDescription,scenarioKey,scenario,metric,estimate,lower95,upper95,n,method
synthetic-baseline,Synthetic baseline,Synthetic docket using the same world assumptions as the imported comparisons.,current-federal-court,Current-style federal supreme court,administrativeLoad,0.521,0.520,0.522,9600,cluster-bootstrap-runs-200-95
synthetic-baseline,Synthetic baseline,Synthetic docket using the same world assumptions as the imported comparisons.,current-federal-court,Current-style federal supreme court,directCourtCost,0.310,0.309,0.310,9600,cluster-bootstrap-runs-200-95
synthetic-baseline,Synthetic baseline,Synthetic docket using the same world assumptions as the imported comparisons.,current-federal-court,Current-style federal supreme court,upstreamScreeningCost,0.694,0.693,0.695,9600,cluster-bootstrap-runs-200-95
synthetic-baseline,Synthetic baseline,Synthetic docket using the same world assumptions as the imported comparisons.,current-federal-court,Current-style federal supreme court,capacityStrainCost,0.443,0.443,0.444,9600,cluster-bootstrap-runs-200-95
synthetic-baseline,Synthetic baseline,Synthetic docket using the same world assumptions as the imported comparisons.,current-federal-court,Current-style federal supreme court,institutionalBudgetCost,0.382,0.382,0.382,9600,cluster-bootstrap-runs-200-95
synthetic-baseline,Synthetic baseline,Synthetic docket using the same world assumptions as the imported comparisons.,current-federal-court,Current-style federal supreme court,institutionalDelayCost,0.428,0.427,0.428,9600,cluster-bootstrap-runs-200-95
synthetic-baseline,Synthetic baseline,Synthetic docket using the same world assumptions as the imported comparisons.,current-federal-court,Current-style federal supreme court,implementationComplexity,0.441,0.441,0.441,9600,cluster-bootstrap-runs-200-95
synthetic-baseline,Synthetic baseline,Synthetic docket using the same world assumptions as the imported comparisons.,current-federal-court,Current-style federal supreme court,totalInstitutionalCost,0.457,0.456,0.457,9600,cluster-bootstrap-runs-200-95
synthetic-baseline,Synthetic baseline,Synthetic docket using the same world assumptions as the imported comparisons.,current-federal-court,Current-style federal supreme court,weakFormDeclarationRate,0.000,0.000,0.000,9600,cluster-bootstrap-runs-200-95
synthetic-baseline,Synthetic baseline,Synthetic docket using the same world assumptions as the imported comparisons.,current-federal-court,Current-style federal supreme court,suspendedDeclarationRate,0.000,0.000,0.000,9600,cluster-bootstrap-runs-200-95
synthetic-baseline,Synthetic baseline,Synthetic docket using the same world assumptions as the imported comparisons.,current-federal-court,Current-style federal supreme court,legislativeResponseRate,0.000,0.000,0.000,9600,cluster-bootstrap-runs-200-95
synthetic-baseline,Synthetic baseline,Synthetic docket using the same world assumptions as the imported comparisons.,current-federal-court,Current-style federal supreme court,invalidationLegislativeResponseRate,0.000,0.000,0.000,1036,cluster-bootstrap-runs-200-95
synthetic-baseline,Synthetic baseline,Synthetic docket using the same world assumptions as the imported comparisons.,current-federal-court,Current-style federal supreme court,averageLegislativeResponseDelay,0.000,0.000,0.000,9600,cluster-bootstrap-runs-200-95
synthetic-baseline,Synthetic baseline,Synthetic docket using the same world assumptions as the imported comparisons.,current-federal-court,Current-style federal supreme court,timelyLegislativeResponseRate,0.000,0.000,0.000,9600,cluster-bootstrap-runs-200-95
synthetic-baseline,Synthetic baseline,Synthetic docket using the same world assumptions as the imported comparisons.,current-federal-court,Current-style federal supreme court,rightsImpactStatementRate,0.000,0.000,0.000,9600,cluster-bootstrap-runs-200-95
synthetic-baseline,Synthetic baseline,Synthetic docket using the same world assumptions as the imported comparisons.,current-federal-court,Current-style federal supreme court,ombudsmanTriggerRate,0.000,0.000,0.000,9600,cluster-bootstrap-runs-200-95
synthetic-baseline,Synthetic baseline,Synthetic docket using the same world assumptions as the imported comparisons.,current-federal-court,Current-style federal supreme court,publicDefenderParticipationRate,0.000,0.000,0.000,9600,cluster-bootstrap-runs-200-95
synthetic-baseline,Synthetic baseline,Synthetic docket using the same world assumptions as the imported comparisons.,current-federal-court,Current-style federal supreme court,preEnactmentReviewRate,0.000,0.000,0.000,9600,cluster-bootstrap-runs-200-95
synthetic-baseline,Synthetic baseline,Synthetic docket using the same world assumptions as the imported comparisons.,current-federal-court,Current-style federal supreme court,abstractReviewRate,0.000,0.000,0.000,9600,cluster-bootstrap-runs-200-95
synthetic-baseline,Synthetic baseline,Synthetic docket using the same world assumptions as the imported comparisons.,current-federal-court,Current-style federal supreme court,preliminaryReferenceRate,0.000,0.000,0.000,9600,cluster-bootstrap-runs-200-95
synthetic-baseline,Synthetic baseline,Synthetic docket using the same world assumptions as the imported comparisons.,current-federal-court,Current-style federal supreme court,appealRouteRate,0.000,0.000,0.000,9600,cluster-bootstrap-runs-200-95
synthetic-baseline,Synthetic baseline,Synthetic docket using the same world assumptions as the imported comparisons.,current-federal-court,Current-style federal supreme court,directActionRate,0.000,0.000,0.000,9600,cluster-bootstrap-runs-200-95
synthetic-baseline,Synthetic baseline,Synthetic docket using the same world assumptions as the imported comparisons.,eighteen-year-terms,Staggered 18-year nonrenewable terms,directionalScore,0.505,0.503,0.507,9600,cluster-bootstrap-runs-200-95
synthetic-baseline,Synthetic baseline,Synthetic docket using the same world assumptions as the imported comparisons.,eighteen-year-terms,Staggered 18-year nonrenewable terms,legalStability,0.726,0.723,0.728,9600,cluster-bootstrap-runs-200-95
synthetic-baseline,Synthetic baseline,Synthetic docket using the same world assumptions as the imported comparisons.,eighteen-year-terms,Staggered 18-year nonrenewable terms,rightsProtection,0.654,0.651,0.657,9600,cluster-bootstrap-runs-200-95
synthetic-baseline,Synthetic baseline,Synthetic docket using the same world assumptions as the imported comparisons.,eighteen-year-terms,Staggered 18-year nonrenewable terms,partisanAlignment,0.198,0.196,0.201,9600,cluster-bootstrap-runs-200-95
synthetic-baseline,Synthetic baseline,Synthetic docket using the same world assumptions as the imported comparisons.,eighteen-year-terms,Staggered 18-year nonrenewable terms,shadowDocketAbuse,0.645,0.639,0.653,9600,cluster-bootstrap-runs-200-95
synthetic-baseline,Synthetic baseline,Synthetic docket using the same world assumptions as the imported comparisons.,eighteen-year-terms,Staggered 18-year nonrenewable terms,legitimacy,0.524,0.522,0.526,9600,cluster-bootstrap-runs-200-95
synthetic-baseline,Synthetic baseline,Synthetic docket using the same world assumptions as the imported comparisons.,eighteen-year-terms,Staggered 18-year nonrenewable terms,reversalRate,0.104,0.098,0.109,9600,cluster-bootstrap-runs-200-95
synthetic-baseline,Synthetic baseline,Synthetic docket using the same world assumptions as the imported comparisons.,eighteen-year-terms,Staggered 18-year nonrenewable terms,reviewRate,1.000,1.000,1.000,9600,cluster-bootstrap-runs-200-95
synthetic-baseline,Synthetic baseline,Synthetic docket using the same world assumptions as the imported comparisons.,eighteen-year-terms,Staggered 18-year nonrenewable terms,intakeAcceptanceRate,0.025,0.025,0.025,386109,cluster-bootstrap-runs-200-95
synthetic-baseline,Synthetic baseline,Synthetic docket using the same world assumptions as the imported comparisons.,eighteen-year-terms,Staggered 18-year nonrenewable terms,emergencyReliefRate,0.637,0.626,0.647,7479,cluster-bootstrap-runs-200-95
synthetic-baseline,Synthetic baseline,Synthetic docket using the same world assumptions as the imported comparisons.,eighteen-year-terms,Staggered 18-year nonrenewable terms,emergencyReasonGivingRate,0.037,0.032,0.041,7479,cluster-bootstrap-runs-200-95
synthetic-baseline,Synthetic baseline,Synthetic docket using the same world assumptions as the imported comparisons.,eighteen-year-terms,Staggered 18-year nonrenewable terms,emergencyVoteDisclosureRate,0.388,0.376,0.400,7479,cluster-bootstrap-runs-200-95
synthetic-baseline,Synthetic baseline,Synthetic docket using the same world assumptions as the imported comparisons.,eighteen-year-terms,Staggered 18-year nonrenewable terms,emergencyPublicDisagreementRate,0.540,0.531,0.550,7479,cluster-bootstrap-runs-200-95
synthetic-baseline,Synthetic baseline,Synthetic docket using the same world assumptions as the imported comparisons.,eighteen-year-terms,Staggered 18-year nonrenewable terms,governmentEmergencyWinRate,0.620,0.608,0.632,7479,cluster-bootstrap-runs-200-95
synthetic-baseline,Synthetic baseline,Synthetic docket using the same world assumptions as the imported comparisons.,eighteen-year-terms,Staggered 18-year nonrenewable terms,meritsFollowUpRate,0.000,0.000,0.000,7479,cluster-bootstrap-runs-200-95
synthetic-baseline,Synthetic baseline,Synthetic docket using the same world assumptions as the imported comparisons.,eighteen-year-terms,Staggered 18-year nonrenewable terms,meritsInvalidationRate,0.471,0.451,0.490,2121,cluster-bootstrap-runs-200-95
synthetic-baseline,Synthetic baseline,Synthetic docket using the same world assumptions as the imported comparisons.,eighteen-year-terms,Staggered 18-year nonrenewable terms,statuteNullificationRate,0.388,0.367,0.414,1370,cluster-bootstrap-runs-200-95
synthetic-baseline,Synthetic baseline,Synthetic docket using the same world assumptions as the imported comparisons.,eighteen-year-terms,Staggered 18-year nonrenewable terms,constitutionalConflict,0.424,0.422,0.427,9600,cluster-bootstrap-runs-200-95
synthetic-baseline,Synthetic baseline,Synthetic docket using the same world assumptions as the imported comparisons.,eighteen-year-terms,Staggered 18-year nonrenewable terms,democraticResponsiveness,0.374,0.370,0.376,9600,cluster-bootstrap-runs-200-95
synthetic-baseline,Synthetic baseline,Synthetic docket using the same world assumptions as the imported comparisons.,eighteen-year-terms,Staggered 18-year nonrenewable terms,legislativeResponseCredibility,0.514,0.513,0.515,9600,cluster-bootstrap-runs-200-95
synthetic-baseline,Synthetic baseline,Synthetic docket using the same world assumptions as the imported comparisons.,eighteen-year-terms,Staggered 18-year nonrenewable terms,caseSelectionAccess,0.431,0.430,0.432,9600,cluster-bootstrap-runs-200-95
synthetic-baseline,Synthetic baseline,Synthetic docket using the same world assumptions as the imported comparisons.,eighteen-year-terms,Staggered 18-year nonrenewable terms,governmentRepeatPlayerAdvantage,0.362,0.360,0.363,9600,cluster-bootstrap-runs-200-95
synthetic-baseline,Synthetic baseline,Synthetic docket using the same world assumptions as the imported comparisons.,eighteen-year-terms,Staggered 18-year nonrenewable terms,implementationCapacity,0.601,0.601,0.601,9600,cluster-bootstrap-runs-200-95
synthetic-baseline,Synthetic baseline,Synthetic docket using the same world assumptions as the imported comparisons.,eighteen-year-terms,Staggered 18-year nonrenewable terms,democraticConstitutionalism,0.531,0.529,0.532,9600,cluster-bootstrap-runs-200-95
synthetic-baseline,Synthetic baseline,Synthetic docket using the same world assumptions as the imported comparisons.,eighteen-year-terms,Staggered 18-year nonrenewable terms,vetoRelocationRisk,0.519,0.519,0.520,9600,cluster-bootstrap-runs-200-95
synthetic-baseline,Synthetic baseline,Synthetic docket using the same world assumptions as the imported comparisons.,eighteen-year-terms,Staggered 18-year nonrenewable terms,legalTransplantFeasibility,0.643,0.643,0.643,9600,cluster-bootstrap-runs-200-95
synthetic-baseline,Synthetic baseline,Synthetic docket using the same world assumptions as the imported comparisons.,eighteen-year-terms,Staggered 18-year nonrenewable terms,politicalCultureSensitivity,0.771,0.771,0.772,9600,cluster-bootstrap-runs-200-95
synthetic-baseline,Synthetic baseline,Synthetic docket using the same world assumptions as the imported comparisons.,eighteen-year-terms,Staggered 18-year nonrenewable terms,complianceRate,0.336,0.326,0.343,9600,cluster-bootstrap-runs-200-95
synthetic-baseline,Synthetic baseline,Synthetic docket using the same world assumptions as the imported comparisons.,eighteen-year-terms,Staggered 18-year nonrenewable terms,publicTrust,0.019,0.018,0.020,9600,cluster-bootstrap-runs-200-95
synthetic-baseline,Synthetic baseline,Synthetic docket using the same world assumptions as the imported comparisons.,eighteen-year-terms,Staggered 18-year nonrenewable terms,administrativeLoad,0.530,0.529,0.531,9600,cluster-bootstrap-runs-200-95
synthetic-baseline,Synthetic baseline,Synthetic docket using the same world assumptions as the imported comparisons.,eighteen-year-terms,Staggered 18-year nonrenewable terms,directCourtCost,0.314,0.314,0.314,9600,cluster-bootstrap-runs-200-95
synthetic-baseline,Synthetic baseline,Synthetic docket using the same world assumptions as the imported comparisons.,eighteen-year-terms,Staggered 18-year nonrenewable terms,upstreamScreeningCost,0.694,0.693,0.695,9600,cluster-bootstrap-runs-200-95
synthetic-baseline,Synthetic baseline,Synthetic docket using the same world assumptions as the imported comparisons.,eighteen-year-terms,Staggered 18-year nonrenewable terms,capacityStrainCost,0.458,0.458,0.459,9600,cluster-bootstrap-runs-200-95
synthetic-baseline,Synthetic baseline,Synthetic docket using the same world assumptions as the imported comparisons.,eighteen-year-terms,Staggered 18-year nonrenewable terms,institutionalBudgetCost,0.387,0.386,0.387,9600,cluster-bootstrap-runs-200-95
synthetic-baseline,Synthetic baseline,Synthetic docket using the same world assumptions as the imported comparisons.,eighteen-year-terms,Staggered 18-year nonrenewable terms,institutionalDelayCost,0.429,0.429,0.430,9600,cluster-bootstrap-runs-200-95
synthetic-baseline,Synthetic baseline,Synthetic docket using the same world assumptions as the imported comparisons.,eighteen-year-terms,Staggered 18-year nonrenewable terms,implementationComplexity,0.443,0.443,0.444,9600,cluster-bootstrap-runs-200-95
synthetic-baseline,Synthetic baseline,Synthetic docket using the same world assumptions as the imported comparisons.,eighteen-year-terms,Staggered 18-year nonrenewable terms,totalInstitutionalCost,0.462,0.461,0.462,9600,cluster-bootstrap-runs-200-95
synthetic-baseline,Synthetic baseline,Synthetic docket using the same world assumptions as the imported comparisons.,eighteen-year-terms,Staggered 18-year nonrenewable terms,weakFormDeclarationRate,0.000,0.000,0.000,9600,cluster-bootstrap-runs-200-95
synthetic-baseline,Synthetic baseline,Synthetic docket using the same world assumptions as the imported comparisons.,eighteen-year-terms,Staggered 18-year nonrenewable terms,suspendedDeclarationRate,0.000,0.000,0.000,9600,cluster-bootstrap-runs-200-95
synthetic-baseline,Synthetic baseline,Synthetic docket using the same world assumptions as the imported comparisons.,eighteen-year-terms,Staggered 18-year nonrenewable terms,legislativeResponseRate,0.000,0.000,0.000,9600,cluster-bootstrap-runs-200-95
synthetic-baseline,Synthetic baseline,Synthetic docket using the same world assumptions as the imported comparisons.,eighteen-year-terms,Staggered 18-year nonrenewable terms,invalidationLegislativeResponseRate,0.000,0.000,0.000,998,cluster-bootstrap-runs-200-95
synthetic-baseline,Synthetic baseline,Synthetic docket using the same world assumptions as the imported comparisons.,eighteen-year-terms,Staggered 18-year nonrenewable terms,averageLegislativeResponseDelay,0.000,0.000,0.000,9600,cluster-bootstrap-runs-200-95
synthetic-baseline,Synthetic baseline,Synthetic docket using the same world assumptions as the imported comparisons.,eighteen-year-terms,Staggered 18-year nonrenewable terms,timelyLegislativeResponseRate,0.000,0.000,0.000,9600,cluster-bootstrap-runs-200-95
synthetic-baseline,Synthetic baseline,Synthetic docket using the same world assumptions as the imported comparisons.,eighteen-year-terms,Staggered 18-year nonrenewable terms,rightsImpactStatementRate,0.000,0.000,0.000,9600,cluster-bootstrap-runs-200-95
synthetic-baseline,Synthetic baseline,Synthetic docket using the same world assumptions as the imported comparisons.,eighteen-year-terms,Staggered 18-year nonrenewable terms,ombudsmanTriggerRate,0.000,0.000,0.000,9600,cluster-bootstrap-runs-200-95
synthetic-baseline,Synthetic baseline,Synthetic docket using the same world assumptions as the imported comparisons.,eighteen-year-terms,Staggered 18-year nonrenewable terms,publicDefenderParticipationRate,0.000,0.000,0.000,9600,cluster-bootstrap-runs-200-95
synthetic-baseline,Synthetic baseline,Synthetic docket using the same world assumptions as the imported comparisons.,eighteen-year-terms,Staggered 18-year nonrenewable terms,preEnactmentReviewRate,0.000,0.000,0.000,9600,cluster-bootstrap-runs-200-95
synthetic-baseline,Synthetic baseline,Synthetic docket using the same world assumptions as the imported comparisons.,eighteen-year-terms,Staggered 18-year nonrenewable terms,abstractReviewRate,0.000,0.000,0.000,9600,cluster-bootstrap-runs-200-95
synthetic-baseline,Synthetic baseline,Synthetic docket using the same world assumptions as the imported comparisons.,eighteen-year-terms,Staggered 18-year nonrenewable terms,preliminaryReferenceRate,0.000,0.000,0.000,9600,cluster-bootstrap-runs-200-95
synthetic-baseline,Synthetic baseline,Synthetic docket using the same world assumptions as the imported comparisons.,eighteen-year-terms,Staggered 18-year nonrenewable terms,appealRouteRate,0.000,0.000,0.000,9600,cluster-bootstrap-runs-200-95
synthetic-baseline,Synthetic baseline,Synthetic docket using the same world assumptions as the imported comparisons.,eighteen-year-terms,Staggered 18-year nonrenewable terms,directActionRate,0.000,0.000,0.000,9600,cluster-bootstrap-runs-200-95
synthetic-baseline,Synthetic baseline,Synthetic docket using the same world assumptions as the imported comparisons.,fifteen-justice-commission,Fifteen-justice supermajority commission court,directionalScore,0.587,0.585,0.589,9600,cluster-bootstrap-runs-200-95
synthetic-baseline,Synthetic baseline,Synthetic docket using the same world assumptions as the imported comparisons.,fifteen-justice-commission,Fifteen-justice supermajority commission court,legalStability,0.852,0.850,0.855,9600,cluster-bootstrap-runs-200-95
synthetic-baseline,Synthetic baseline,Synthetic docket using the same world assumptions as the imported comparisons.,fifteen-justice-commission,Fifteen-justice supermajority commission court,rightsProtection,0.723,0.721,0.725,9600,cluster-bootstrap-runs-200-95
synthetic-baseline,Synthetic baseline,Synthetic docket using the same world assumptions as the imported comparisons.,fifteen-justice-commission,Fifteen-justice supermajority commission court,partisanAlignment,0.158,0.156,0.160,9600,cluster-bootstrap-runs-200-95
synthetic-baseline,Synthetic baseline,Synthetic docket using the same world assumptions as the imported comparisons.,fifteen-justice-commission,Fifteen-justice supermajority commission court,shadowDocketAbuse,0.188,0.183,0.191,9600,cluster-bootstrap-runs-200-95
synthetic-baseline,Synthetic baseline,Synthetic docket using the same world assumptions as the imported comparisons.,fifteen-justice-commission,Fifteen-justice supermajority commission court,legitimacy,0.675,0.674,0.677,9600,cluster-bootstrap-runs-200-95
synthetic-baseline,Synthetic baseline,Synthetic docket using the same world assumptions as the imported comparisons.,fifteen-justice-commission,Fifteen-justice supermajority commission court,reversalRate,0.297,0.289,0.306,9600,cluster-bootstrap-runs-200-95
synthetic-baseline,Synthetic baseline,Synthetic docket using the same world assumptions as the imported comparisons.,fifteen-justice-commission,Fifteen-justice supermajority commission court,reviewRate,1.000,1.000,1.000,9600,cluster-bootstrap-runs-200-95
synthetic-baseline,Synthetic baseline,Synthetic docket using the same world assumptions as the imported comparisons.,fifteen-justice-commission,Fifteen-justice supermajority commission court,intakeAcceptanceRate,0.024,0.024,0.024,399627,cluster-bootstrap-runs-200-95
synthetic-baseline,Synthetic baseline,Synthetic docket using the same world assumptions as the imported comparisons.,fifteen-justice-commission,Fifteen-justice supermajority commission court,emergencyReliefRate,0.462,0.448,0.476,4672,cluster-bootstrap-runs-200-95
synthetic-baseline,Synthetic baseline,Synthetic docket using the same world assumptions as the imported comparisons.,fifteen-justice-commission,Fifteen-justice supermajority commission court,emergencyReasonGivingRate,0.676,0.657,0.690,4672,cluster-bootstrap-runs-200-95
synthetic-baseline,Synthetic baseline,Synthetic docket using the same world assumptions as the imported comparisons.,fifteen-justice-commission,Fifteen-justice supermajority commission court,emergencyVoteDisclosureRate,0.594,0.581,0.609,4672,cluster-bootstrap-runs-200-95
synthetic-baseline,Synthetic baseline,Synthetic docket using the same world assumptions as the imported comparisons.,fifteen-justice-commission,Fifteen-justice supermajority commission court,emergencyPublicDisagreementRate,0.281,0.270,0.294,4672,cluster-bootstrap-runs-200-95
synthetic-baseline,Synthetic baseline,Synthetic docket using the same world assumptions as the imported comparisons.,fifteen-justice-commission,Fifteen-justice supermajority commission court,governmentEmergencyWinRate,0.439,0.426,0.455,4672,cluster-bootstrap-runs-200-95
synthetic-baseline,Synthetic baseline,Synthetic docket using the same world assumptions as the imported comparisons.,fifteen-justice-commission,Fifteen-justice supermajority commission court,meritsFollowUpRate,0.249,0.236,0.260,4672,cluster-bootstrap-runs-200-95
synthetic-baseline,Synthetic baseline,Synthetic docket using the same world assumptions as the imported comparisons.,fifteen-justice-commission,Fifteen-justice supermajority commission court,meritsInvalidationRate,0.468,0.456,0.481,6091,cluster-bootstrap-runs-200-95
synthetic-baseline,Synthetic baseline,Synthetic docket using the same world assumptions as the imported comparisons.,fifteen-justice-commission,Fifteen-justice supermajority commission court,statuteNullificationRate,0.389,0.374,0.402,3916,cluster-bootstrap-runs-200-95
synthetic-baseline,Synthetic baseline,Synthetic docket using the same world assumptions as the imported comparisons.,fifteen-justice-commission,Fifteen-justice supermajority commission court,constitutionalConflict,0.293,0.291,0.294,9600,cluster-bootstrap-runs-200-95
synthetic-baseline,Synthetic baseline,Synthetic docket using the same world assumptions as the imported comparisons.,fifteen-justice-commission,Fifteen-justice supermajority commission court,democraticResponsiveness,0.441,0.439,0.444,9600,cluster-bootstrap-runs-200-95
synthetic-baseline,Synthetic baseline,Synthetic docket using the same world assumptions as the imported comparisons.,fifteen-justice-commission,Fifteen-justice supermajority commission court,legislativeResponseCredibility,0.547,0.546,0.548,9600,cluster-bootstrap-runs-200-95
synthetic-baseline,Synthetic baseline,Synthetic docket using the same world assumptions as the imported comparisons.,fifteen-justice-commission,Fifteen-justice supermajority commission court,caseSelectionAccess,0.431,0.430,0.432,9600,cluster-bootstrap-runs-200-95
synthetic-baseline,Synthetic baseline,Synthetic docket using the same world assumptions as the imported comparisons.,fifteen-justice-commission,Fifteen-justice supermajority commission court,governmentRepeatPlayerAdvantage,0.362,0.360,0.363,9600,cluster-bootstrap-runs-200-95
synthetic-baseline,Synthetic baseline,Synthetic docket using the same world assumptions as the imported comparisons.,fifteen-justice-commission,Fifteen-justice supermajority commission court,implementationCapacity,0.611,0.611,0.611,9600,cluster-bootstrap-runs-200-95
synthetic-baseline,Synthetic baseline,Synthetic docket using the same world assumptions as the imported comparisons.,fifteen-justice-commission,Fifteen-justice supermajority commission court,democraticConstitutionalism,0.613,0.612,0.614,9600,cluster-bootstrap-runs-200-95
synthetic-baseline,Synthetic baseline,Synthetic docket using the same world assumptions as the imported comparisons.,fifteen-justice-commission,Fifteen-justice supermajority commission court,vetoRelocationRisk,0.437,0.437,0.438,9600,cluster-bootstrap-runs-200-95
