weightDraw,rightsProtection,democraticResponsiveness,legalStability,legitimacy,complianceRate,caseSelectionAccess,totalInstitutionalCost,vetoRelocationRisk,averageTimeToReview,shadowDocketAbuse,constitutionalConflict,administrativeLoad
24,0.02070468748970698,0.02244968125939574,0.07166660798697178,0.09794191752978182,0.12420379100025176,0.15427169632948196,0.33593826449399755,0.01587987815298141,0.00716807258730859,0.09460363420216025,0.03921275676729167,0.015959012200670496
25,0.07779219039750504,0.07123627793911556,0.09134566777885762,0.06358967728897223,0.03924519514478204,0.07256169112744744,0.025465271016108165,0.03627816685375401,0.16299916087469105,0.07567574810643753,0.04797029598026348,0.23584065749206587
26,0.06710016026153261,0.04768258951533706,0.023274032851472556,0.05154348651734971,0.14422502757390518,0.009271354147313567,0.047292862579300585,0.041732491942461314,0.09467175204848415,0.1433397929751529,0.13902748366149376,0.19083896592619656
27,0.005078288509332832,0.06540781909895653,0.20749258497097584,0.046774431382506775,0.013915357623723265,0.18028342350937235,0.014219543641275029,0.019466845502716948,0.15304823288738903,0.04693322483119203,0.1496124031677051,0.09776784487485422
28,0.05378889630403898,0.1989627227657588,0.017693710460921712,0.01828667159766735,0.013213354553939355,0.14715498919285339,0.02263574429722163,0.14569014804747532,0.03376722689584038,0.06670722839759978,0.23539400337712485,0.04670530410955849
29,0.019907499090864617,0.026580360211124882,0.004621765539094328,0.02681265130201661,0.31305446833966616,0.07608376531521112,0.10529392290322562,0.06409499123333734,0.03653341727425641,0.2187461066030051,0.012873186507597837,0.09539786568059999
30,0.04751364319430868,0.09282498122674566,0.2042304540071667,0.005978372879681789,0.14245665317262107,0.13373061380910783,0.008028832462921158,0.01286314708192237,0.0799235007543765,0.0062123763402710435,0.16106065321682414,0.10517677185405311
31,0.10940833072312815,0.17437969417145133,0.09743798904544039,0.11193768059148461,0.04292120853169018,0.22690697482153513,0.015934299383185996,0.026093496272025143,0.1312093241243391,0.0022340189734272875,0.041008522860748346,0.02052846050154429
32,0.13582334480766164,0.0005612114112447653,0.17000030151266687,0.14553307514663902,0.0007957671063837852,0.06874301876441032,0.07580331618371793,0.12257381124548276,0.09505212064506047,0.00644627578957126,0.06361666155586577,0.11505109583129548
33,0.1546524325259918,0.026028885339966598,0.12067262710746494,0.13664922612872005,0.09305193798160562,0.019538421846569044,0.05382018933844501,0.03841040881883593,0.07357277430841519,0.018986159479002198,0.22086955336235514,0.043747383762628544
34,0.060095290315020776,0.03815390693292974,0.03622749918691301,0.08350394222517789,0.14790581548764975,0.12914477927968687,0.26909342700706357,0.051862010074849675,0.0012199848558556293,0.027324748063367363,0.08568188464814426,0.06978671192334146
35,0.02943521386255494,0.2766052278469328,0.10774804839962494,0.05935270487556712,0.024471376316844293,0.02075661807340764,0.07358748388691931,0.12822687564656585,0.05330626696103467,0.025700096122075015,0.12096758551118915,0.07984250249728424
36,0.004874950040843228,0.05970288720244894,0.03716485218919909,0.01418834024562255,0.006332464378465284,0.04198327381424636,0.1172192599939539,0.04761582974309602,0.285527515527123,0.256474770275415,0.03227886868173816,0.09663698790784839
37,0.24589560731779667,0.06895709485689729,0.03168073800047065,0.031974731617466966,0.026936589094066616,0.0047474560996874264,0.18074469629100998,0.11468061396809344,0.07930594598271948,0.008965234998295817,0.1395153351827645,0.06659595659073125
38,0.04000656846376007,0.016235125319115182,0.0297442017635608,0.004702825095894666,0.046562993518520064,0.14676763720890615,0.05632475647283652,0.008245426320348121,0.2827350234422377,0.09063598601045106,0.08397351104026504,0.1940659453441046
39,0.1722106188354645,0.058531311276159105,0.23427286104950923,0.04659202789074051,0.04477929555126917,0.03145853826791611,0.0273187342733407,0.007803764087074801,0.13249325156362135,0.20479258534972392,0.033377788662526386,0.0063692231926542175
40,0.011139490544056285,0.19461244257706428,0.10757153603675106,0.018083980760669274,0.09223575560464227,0.02856281130377253,0.042187764724930646,0.07001106613419222,0.021363574678571272,0.1443411034152252,0.06001787350568787,0.20987260071443706
41,0.022491424175168705,0.10780107202773932,0.14818916579102823,0.0019163409140903571,0.09464256838637967,0.1783159890709395,0.20097562303382036,0.019927821386404417,0.07443523453090715,0.04165050459032735,0.01959563517300925,0.09005862092018566
42,0.10371986286009605,0.023228237780093718,0.004464326325028992,0.06967363726870181,0.04221461491459929,0.0647379862429883,0.06607905742663286,0.30960854321275666,0.18926252112898376,0.02651469761619149,0.09923524788176523,0.001261267342161838
43,0.01296596127829125,0.13100292031098362,0.016507780463612544,0.05470971094810741,0.04381815310316272,0.05661798634363459,0.09339938591856818,0.056550342676113856,0.0938183018673638,0.1037672812940236,0.10999405797971769,0.2268481178164207
44,0.19684247529182364,0.13673822572776123,0.027815942315323784,0.07028671553199783,0.09749074581878622,0.2122312882948215,0.06767550646032364,0.016449081575025472,0.05823087831325546,0.04736930375652554,0.021120740846552407,0.04774909606780326
45,0.013963549471993023,0.02641969569062133,0.2746087305343762,0.19366445762443418,0.04555866275937498,0.0030926918375812707,0.06265393075506429,0.125786259142919,0.09475709046985324,0.14166705408527094,0.007892040181031396,0.009935837447480153
46,0.1737984459287531,0.019826873699040827,0.09665994535287833,0.047940849951000945,0.08331293432339631,0.009305798291123246,0.2620897654391743,0.03432844714898996,0.21179514956866652,0.033079182147990806,0.02641934933181545,0.0014432588171702672
47,0.2505588445469379,0.08064769223231957,0.018830824466946387,0.016055322968843988,0.07569115266514055,0.04256059934947592,0.0739569220147812,0.002025654874388355,0.17237070218155617,0.04077149273315149,0.010552240812255965,0.21597855115420242
48,0.027619790524910374,0.0694000697210347,0.19871333321616289,0.053946234586939326,0.0746160232841147,0.22858103533185106,0.01193645054847877,0.05637670414589401,0.03849050461839482,0.010574404307861251,0.22539210866849071,0.004353341045867362
49,0.24895981124711186,0.002460550193955104,0.04099823947718456,0.05471923395145146,0.1766998209125371,0.06498596221885594,0.0003997524113268987,0.08668419301230017,0.05646169998113252,0.08579097334187276,0.13480630949164585,0.047033453760625725
50,0.06736082561599625,0.17317959011847192,0.08507428012358333,0.011140634783877385,0.10305306344060727,0.017313378051420962,0.2138124282320538,0.017099887421063456,0.05928757473721569,0.019422742519100412,0.17720505415371055,0.05605054080289894
51,0.10193158062136838,0.007408729896466904,0.2145998228877899,0.024601212232942687,0.33821195739815374,0.10860267939149529,0.02301647535786022,0.02132967401493406,0.029694156818723175,0.05141589896924038,0.05557699829676014,0.02361081411426516
52,0.1073534542422987,0.14973606204719211,0.025763753144341272,0.23128746046550583,0.005218898431110557,0.12040398925964053,0.14056307714496136,0.0011659050092074125,0.03313041332212546,0.05169550012900787,0.07744999448631223,0.05623149231829662
53,0.10189963332975131,0.05816009574799229,0.09275814270757488,0.024919831471070474,0.0011364612040187184,0.012888518363844505,0.03254081544127939,0.0061640608526273444,0.12516665206072933,0.41011277329955476,0.04195633720702555,0.09229667831453141
54,0.037437930107534934,0.035548627593396304,0.033774150723715965,0.056679933517690836,0.022811506798510867,0.07467718212612225,0.1412784546179715,0.06944570367975725,0.30480784012579865,0.0010320478104056533,0.1226505278135253,0.09985609508557056
55,0.040121731629243276,0.16989143969467466,0.04997211855442039,0.16749253849814433,0.08467227507578101,0.03864956332066332,0.08041490743925671,0.007221155287052239,0.07999303683607702,0.029343324570248096,0.14963919926518207,0.1025887098292569
56,0.0066542904605629985,0.2989370065583874,0.0898315632834645,0.0631750309322183,0.034209996048157124,0.07885982017268944,0.06681211507628486,0.132124510742724,0.07143407703937228,0.024488487576247612,0.12455867444407276,0.008914427665818762
57,0.029483379234031156,0.12505450904384507,0.038289878849683864,0.006426248840727913,0.04695117336804721,0.05831083003924542,0.09556969396987076,0.037799758506130154,0.06352451083796319,0.13189783414279438,0.051041951806543376,0.31565023136111753
58,0.0057887874657512875,0.3027129631255811,0.03814947040953651,0.1034608278729433,0.03381998281363639,0.04280904005914878,0.007397976164907536,0.026703577694078235,0.13474891982083445,0.03041901760309347,0.22946613718664996,0.04452329978383896
59,0.010734936634980105,0.03711826761630767,0.06279658390130957,0.3739698461966737,0.026871677804246624,0.042942239939393376,0.29538473200595333,0.07459788139909736,0.030530052375843962,0.009442158331229637,0.001085457236611884,0.034526166558352715
60,0.13935468918641197,0.08609123366978147,0.03840494198722392,0.13195632176408617,0.04932179316202083,0.2525996362618651,0.003952281729939731,0.056687948093890723,0.08319875209488221,0.07711188397157309,0.029885679844785698,0.05143483823353908
61,0.06645415932265272,0.01033682383315533,0.02351571254477268,0.17063137147552226,0.020441653994837095,0.09185357049490607,0.015764923467586893,0.03766973820730118,0.0611922252157498,0.37673122948942533,0.0747717899087853,0.05063680204530532
62,0.024970012428722755,0.07829154622984436,0.015278154827694814,0.03324483419251535,0.05540487797408537,0.1404541935491719,0.16601704696654457,0.1650515813128519,0.06172697351686016,0.08723937475006754,0.07161089150180362,0.10071051274983764
63,0.020996746893612542,0.000583599559208798,0.18503230688750408,0.16106216387425773,0.04992042559433161,0.01442460701616449,0.16375748717579358,0.011709750456894001,0.13802462696593898,0.07062088214688136,0.05850635091123159,0.12536105251818122
64,0.027021894797439203,0.08498454525161712,0.03186911325561844,0.006938233531273803,0.17632207467988886,0.04795023464988342,0.08948463057255361,0.3220564053195291,0.11560059588141544,0.005371907254886308,0.009301992764106657,0.08309837204178795
65,0.040572303219124986,0.05226074807935723,0.016827376609712744,0.046946408468867086,0.1124687252511855,0.06046560495173899,0.006927351151496599,0.024304755401091938,0.4830217228946593,0.07090053006975486,0.0556424187562601,0.029662055146750656
66,0.06216280054443903,0.07908973447165779,0.14292317521214581,0.02213135371643033,0.015902636739252296,0.02430964100120632,0.22303109200334212,0.02823817377418932,0.031198851590104028,0.14139218129375003,0.07047597868445228,0.15914438096903066
67,0.0684896966489607,0.17053244804928064,0.0350102860505907,0.0684148435422313,0.17251051596352313,0.018860902787480642,0.04772201742595093,0.008388391953606519,0.057673095310142884,0.06667112184572924,0.17045598718862986,0.11527069323387351
68,0.0688382479915442,0.1630828765886341,0.08513448752570944,0.049466425218748465,0.09446467157195129,0.04081113062029231,0.04851311252827144,0.05754004364585094,0.12667417451193108,0.04637529665997522,0.10154889877016829,0.11755063436692327
69,0.06825746028134988,0.013275207573295773,0.06077807226657248,0.1257633230861717,0.016735046179574775,0.07609882584557012,0.0070633710409969,0.4733908560466742,0.08441295960374351,0.005098345075617696,0.013039927999923909,0.056086605000509035
70,0.05136153472039712,0.051700212747070026,0.06995637455743661,0.09437578389174246,0.15185138079233335,0.1442495340870243,0.011123510953637204,0.10373596204215899,0.012926823156799504,0.10600195884720079,0.06973377475165975,0.1329831494525399
71,0.043676896836044345,0.0925543815332394,0.042232038984560454,0.03471165761209577,0.2595913316213588,0.04377868580242221,0.04182163389282395,0.004793104606305959,0.015497041382944752,0.2686964356000592,0.035347685798688876,0.11729910632945639
72,0.1154344765773492,0.01033575638909435,0.07095723232811856,0.20854173954896235,0.1545715861974831,0.03474905720831565,0.06960988514228447,0.107388535364734,0.19018608974230425,0.014461312872875814,0.019850211580647648,0.003914117047830549
73,0.05023129974993494,0.25426193154845345,0.0013518889732700298,0.07764831107544742,0.08326856881386555,0.062269207624742584,0.0932760952272263,0.2001347420831288,0.018999536841083232,0.021510806633728518,0.0501093051313967,0.08693830629772242
74,0.17236550041638699,0.20334659146042813,0.1631196689976095,0.028606722317579915,0.05643100586796946,0.21263597818700786,0.006956676094909958,0.041739473859362095,0.021761168619342238,0.008322782325242147,0.05820940864944164,0.026505023204720066
75,0.12084537639463641,0.21463392191291628,0.16815630564495093,0.010616844754206699,0.03621316633746096,0.05020062389009863,0.004353270437201711,0.07493924508989024,0.0516738504908929,0.03431807065526867,0.02548041649593951,0.20856890789653698
76,0.06784960272223249,0.03180365804973588,0.005421880873096355,0.07262928097521934,0.06502497866246308,0.029436428250945328,0.08705986906800363,0.07695615106427056,0.0936963492591803,0.18556523385778567,0.045181036469595585,0.23937553074747178
77,0.22330530393199546,0.09920612532208822,0.06054449470794169,0.31099785621788223,0.025572735066245793,0.0004319024658489271,0.028183602553620214,0.08548409264905912,0.06233266169507261,0.04138041283809958,0.005483703980516842,0.05707710857162918
78,0.0273295816179003,0.13601863608527304,0.13163222778105818,0.044018211429429216,0.25077197310445576,0.016613436732356265,0.07352048445680247,0.010947033986363748,0.013205334799103501,0.00636157837003957,0.10308440907115438,0.18649709256606367
79,0.0056208198200964395,0.22318691680980793,0.05057246893902929,0.07784289496576252,0.03230499371668207,0.10019577375003834,0.02201758261902263,0.0012143871171963984,0.11284678559909492,0.13188274341363465,0.10685938295886531,0.13545525029076955
80,0.1356916599630029,0.21075121216134887,0.09362331287063444,0.11501116205598985,0.028930479010368798,0.07702699017749728,0.07218825342213271,0.05306594900602208,0.04043268335811474,0.055572623250984596,0.1153963095264875,0.0023093651974162065
81,0.15947332811979414,0.01413638387330827,0.0799780853619514,0.19900310102389207,0.00807204545925464,0.06598251650659598,0.05704185876568552,0.22219404143336585,0.00795763784345657,0.11503185072062162,0.06730577301329577,0.003823377878778143
82,0.21319979447768084,0.23936747305646913,0.02611360046211583,0.02591992322656093,0.06745257123132402,0.07144434639821022,0.13163739383634265,0.013092391315401243,0.00749817287774625,0.12102684433120155,0.062252098724564886,0.020995390062382543
83,0.16504976107224972,0.05631410845708187,0.033979839572842264,0.009219849535937004,0.007820702819492998,0.11547162417595144,0.12037535913144398,0.028334195762000473,0.08479975987219517,0.10341108715685897,0.04724892587651491,0.22797478656743123
84,0.10999941681872684,0.009575133226582919,0.018149225880483,0.10847238748464218,0.2046755100271413,0.11675884532015199,0.06996251622063349,0.05828234825501548,0.05608216149111314,0.18453098407186638,0.009457100960163117,0.05405437024348023
85,0.09995337074426114,0.01287604467675512,0.16714721070922484,0.242725609078655,0.21897670544585632,0.017592232337613638,0.08117707285861879,0.006842075741963086,0.01617772345146818,0.04179662422377183,0.08632723219728294,0.008408098534529163
86,0.005663256210306456,0.1432466982640679,0.18103601613992262,0.060544810425107724,0.2343975861329188,0.03959832497677748,0.06603472501173627,0.07354525035406495,0.032112134206240976,0.09116794754663174,0.03445875287688714,0.03819449785533795
87,0.10681772575716615,0.0056752415155212855,0.01629555958677922,0.024283769428491742,0.25439126913767596,0.03207108364008958,0.034125992915007786,0.010035759275698834,0.018601930881675968,0.08931684363079907,0.397428950416911,0.01095587381418344
88,0.0033355830223431794,0.09167046046839417,0.3950017172447434,0.0406587123056609,0.12460225950380839,0.06056465070551466,0.02326129542223601,0.037740130652606105,0.010061199220823781,0.01547849918717435,0.17538080578739954,0.022244686479295533
89,0.0838218794212209,0.033235328377624274,0.10947615096067509,0.01866925788347492,0.08198175310462368,0.01582063074732188,0.07238364912991596,0.15584843343620267,0.12859116939992948,0.11428959973331065,0.03331709800949181,0.1525650497962087
90,0.029506260491946587,0.036343313043839386,0.11204549026770978,0.02325015324227628,0.10956112970347553,0.095453985623418,0.31831885203341226,0.08024873722925925,0.04326425459890418,0.08030105916514438,0.035345750376236475,0.036361014224377895
91,0.004665665859530723,0.026028749038055136,0.14623618819410605,0.17436081354892385,0.2145500548100378,0.17350954937949914,0.07004707112867029,0.024572473043653863,0.011161874614057836,0.04354103018630976,0.015664182390060927,0.09566234780709464
92,0.060399608638981396,0.03719252059825619,0.09354953570021432,0.007626746826850775,0.033430205835434185,0.01839226492248185,0.14866664279054012,0.014492744190568077,0.16427335175841132,0.05807313715763764,0.05949190921335641,0.3044113323672677
93,0.00805914962996486,0.16111147681171678,0.1077177870376963,0.08649869475329532,0.007849367629847982,0.11175267740432886,0.19845138769815954,0.04702438266878251,0.07216079659937726,0.017352209994699448,0.11519526715477006,0.06682680261736111
94,0.009608273338344272,0.0564261693060851,0.11281908457478533,0.03666020488654666,0.07514606289307155,0.18066033249451244,0.009454951073983775,0.06584560962743168,0.007538372174799335,0.034626599459459874,0.2875253554369894,0.12368898473399052
95,0.03053280763407883,0.08804251234341251,0.19306152405569713,0.017718069712113392,0.007480686159694739,0.0028858028069253822,0.05606546494133852,0.15169800251044474,0.08196075899976107,0.0976017970251175,0.1933653794458117,0.07958719436560446
96,0.04685276211253623,0.1850234551235556,0.13211867857563048,0.06519306444326825,0.010188583879110263,0.0384122838051309,0.00950647840701278,0.018541524156505354,0.11325939109987111,0.05549101256137412,0.030934618051368365,0.29447814778463655
97,0.09099684312509097,0.01173682046373049,0.07601051336916599,0.16531836273052444,0.12341944920475208,0.029789240938965896,0.09900229226913738,0.05779505991546564,0.003527703452973456,0.31045096764004004,0.03158171207227378,0.00037103481787986953
98,0.10011779525704396,0.14051446898898073,0.04251629985312697,0.10063231786837908,0.054389916648106676,0.15362085947155094,0.013487102208402029,0.05736282534476654,0.1420054808788081,0.15114176657596043,0.030346593917302746,0.01386457298757173
99,0.18845307663431288,0.0666621344046953,0.06180507888179538,0.003160584334226112,0.12078620738789828,0.07587633110527285,0.16321503471226623,0.011726731646931167,0.0060751313236385475,0.043046250706080695,0.20465505626341693,0.054538382599465536
100,0.06271691781327048,0.033219830009699906,0.0013537613077215097,0.03438896027560509,0.05950384604920576,0.2020309675323554,0.28693163734788096,0.03210805861054638,0.002174790720867772,0.14596417802632342,0.04878033385791965,0.0908267184486037
101,0.04267071754525828,0.09047583552590051,0.09185940448145419,0.09815104554299797,0.002110947723642152,0.17576115075342963,0.054809418922424344,0.03289896223997383,0.12037724587625356,0.21273678137914737,0.010420828412022552,0.06772766159749569
102,0.17728005318582113,0.04190165317219493,0.04454033894816909,0.11459445402609485,0.15311672525042433,0.14830232062216697,0.06916319679283917,0.011784027551826112,0.0793981339426134,0.007636757126973814,0.09505914408915321,0.05722319529172292
103,0.07990976727216087,0.16665986036561006,0.0008684743705351298,0.0005898406401297904,0.025469694576962756,0.03370074495289798,0.239165003211233,0.15680689616684032,0.033394518513041045,0.01263856398237152,0.059924683928585784,0.1908719520196317
104,0.14765671688006,0.009222173186570858,0.20539704734781503,0.019587473730473693,0.050829023105079287,0.029025708649491777,0.21505965744245148,0.14990326717523417,0.013319637093333402,0.0644328144279039,0.01797480574053649,0.0775916752210499
105,0.22917727884688294,0.02559951804675879,0.15728342720944294,0.025097186330034497,0.0252014438863389,0.1676441210092295,0.02005215702389521,0.18065105622194527,0.12980606805349407,0.024866095422572024,0.006261242504180151,0.008360405445225757
106,0.15273286001211817,0.028080082701658855,0.015500111996136644,0.10562604171699701,0.16159307502070883,0.08953203484816881,0.01677698843972766,0.026784861696636162,0.014190979963997014,0.06996538449942305,0.20506902430397767,0.11414855480045008
107,0.06006512326197016,0.0873850578511519,0.036043166461169965,0.05337807608108534,0.28159174817287763,0.19454505195825006,0.03555008242680972,0.05474815500812362,0.0878046722997177,0.010464264994132944,0.04711286420734003,0.051311737277370977
108,0.038451701462667326,0.06238471487496771,0.04222218792532341,0.13245942065102725,0.05020625224924411,0.065076951159392,0.018799448496445055,0.13464010854389938,0.0987054494545657,0.15647833565084077,0.15196201582239346,0.04861341370923379
109,0.0333028266035074,0.21034942483280766,0.06340378178737874,0.22424549559345852,0.01849511783400678,0.05450606811231977,0.18011214735328207,0.1462233004226824,0.005997237981709675,0.03591206480870825,0.020793210332770644,0.006659324337368069
110,0.09834390103268692,0.006524494394987258,0.08293801520360403,0.03398780702898062,0.20499618070903358,0.155974279792367,0.13563074463530733,0.04521936837384379,0.061153960048517406,0.03891561916894243,0.09721833082841425,0.03909729878331541
111,0.002470483666686471,0.04839196412698626,0.009588256296662314,0.040399396785233,0.12764716548238636,0.12460876398658711,0.20071671603846,0.024176303312450378,0.18644104965227315,0.07735153148878317,0.07338204472416912,0.08482632443932263
112,0.23534088361577138,0.07226560504240033,0.007885101054729891,0.07503339646549811,0.06301884600485146,0.09748278252990662,0.10221496312780946,0.020826754668320374,0.2599682490567913,0.01122505862862221,0.041667709434506574,0.013070650370792195
113,0.07865368797969084,0.1444726373737127,0.027859642966286777,0.08129051392290276,0.0012372133501051417,0.010763863867931338,0.12247424993600714,0.1311467819362154,0.17551122847986242,0.051516335287217906,0.12613906596456442,0.0489347789355032
114,0.14726855432992195,0.0008032191768968266,0.018825164022907646,0.005617380079990288,0.06354422438932052,0.019784569227091046,0.4588179452746432,0.04402392158390752,0.03899453735548887,0.013947254750552548,0.12095875315658695,0.06741447665269268
115,0.02088275550906862,0.017122773703450483,0.021802101503039982,0.11444630677293208,0.015762577133533975,0.35152427544287396,0.15094456969370254,0.0003254207634623918,0.023791676050649104,0.19342891777509588,0.0228071006777568,0.06716152497443409
116,0.1726493482822297,0.1341283708355604,0.03447826947856461,0.17610687350948925,0.0240492520339157,0.006192593954614121,0.046753113002493345,0.15877788985485994,0.03131649609254102,0.014707095015246368,0.08408149447418599,0.11675920346629957
117,0.121812636281264,0.03643440503374962,0.05223056526282342,0.09474277990136097,0.02389593463041088,0.31010712518128675,0.015461235406280645,0.272373574516372,0.017988062287408457,0.0052342423188111884,0.007052713523474584,0.04266672565675741
118,0.038314471142940364,0.18660201464390386,0.02109421643244871,0.0076352306608430875,0.1468586388865357,0.08622659806587889,0.01959863468968536,0.04186471818460941,0.011113761577685401,0.21874362833680472,0.050267236281197475,0.17168085109746706
119,0.2577938648639853,0.10174241860621927,0.042252387411671914,0.008309840526030959,0.02408305177036137,0.06981650701027631,0.07430293373811497,0.04592977147321592,0.03477981601405403,0.21013783209183157,0.0544897376041712,0.07636183889006715
120,0.004753053081353652,0.16294761331776728,0.03119972747285767,0.0031138012692965766,0.10567504675512854,0.009390863845497553,0.09924917006179299,0.1269503279595432,0.03738116778163218,0.04680493066566434,0.07415302718531766,0.2983812706041484
121,0.08624503897072967,0.09291321966049781,0.06715488833500127,0.10232038503488286,0.21659628174394316,0.11706336340232702,0.04726016938700591,0.11730441095937423,0.024136925039301264,0.09705743968470644,0.0006916992851324351,0.03125617849709791
122,0.09598557588171575,0.049775556673526886,0.04518188280875696,0.25096423624607495,0.08629606374916463,0.15057490650652955,0.04081966712633307,0.1168576730474007,0.012810936781481212,0.05570102078296228,0.05795716118210586,0.03707531921394814
123,0.08035367113474709,0.18354954158747538,0.019270158515308847,0.04595465934348548,0.06804426283055609,0.34430729903512747,0.1144133206129813,0.02378397338006974,0.051455543900994834,0.020981915948861594,0.022955860155838805,0.024929793554553367
124,0.009040140644675091,0.03638578219412048,0.11123890068446872,0.08000465988457005,0.09202520915765879,0.05875264592251547,0.03537937276904614,0.1137173685001857,0.1395781759699287,0.019654196068438226,0.031777699080441174,0.27244584912395153
