profile,context,scenario,runs,runsWithoutEmergencyOrders,runsWithoutLegislativeResponses,emergencyOrders,ordersWithReasons,meritsFollowUps,pooledReasonsPerOrder,pooledFollowUpPerOrder,legislativeResponses,timelyResponses,pooledTimelyPerResponse
recency-weighted-15y,baseline,current-federal-court,120,0,120,3926,95,0,0.024197656647987772,0.0,0,0,
recency-weighted-15y,baseline,reasoned-emergency-review,120,0,120,759,659,759,0.8682476943346509,1.0,0,0,
recency-weighted-15y,baseline,constitutional-council,120,0,120,1331,963,209,0.7235161532682194,0.15702479338842976,0,0,
recency-weighted-15y,baseline,weak-form-review,120,0,0,1369,912,223,0.6661796932067202,0.16289262235208182,2966,162,0.05461901550910317
recency-weighted-15y,baseline,reasoned-with-fast-procedure,120,0,120,3933,673,0,0.17111619628782102,0.0,0,0,
recency-weighted-15y,baseline,council-with-full-court-structure,120,0,120,1356,981,225,0.7234513274336283,0.16592920353982302,0,0,
recency-weighted-15y,baseline,weak-form-half-response,120,0,0,1312,918,196,0.6996951219512195,0.14939024390243902,1464,0,0.0
recency-weighted-15y,baseline,weak-form-no-response,120,0,120,1312,910,191,0.6935975609756098,0.14557926829268292,0,0,
recency-weighted-15y,emergencyPressure-low,current-federal-court,120,0,120,611,20,0,0.03273322422258593,0.0,0,0,
recency-weighted-15y,emergencyPressure-low,reasoned-emergency-review,120,116,120,4,4,4,1.0,1.0,0,0,
recency-weighted-15y,emergencyPressure-low,constitutional-council,120,108,120,13,11,5,0.8461538461538461,0.38461538461538464,0,0,
recency-weighted-15y,emergencyPressure-low,weak-form-review,120,112,0,9,6,3,0.6666666666666666,0.3333333333333333,3234,281,0.08688930117501546
recency-weighted-15y,emergencyPressure-low,reasoned-with-fast-procedure,120,0,120,637,108,0,0.1695447409733124,0.0,0,0,
recency-weighted-15y,emergencyPressure-low,council-with-full-court-structure,120,111,120,9,7,5,0.7777777777777778,0.5555555555555556,0,0,
recency-weighted-15y,emergencyPressure-low,weak-form-half-response,120,111,0,9,6,4,0.6666666666666666,0.4444444444444444,1645,0,0.0
recency-weighted-15y,emergencyPressure-low,weak-form-no-response,120,108,120,12,8,3,0.6666666666666666,0.25,0,0,
recency-weighted-15y,emergencyPressure-high,current-federal-court,120,0,120,9508,217,0,0.022822885990744637,0.0,0,0,
recency-weighted-15y,emergencyPressure-high,reasoned-emergency-review,120,0,120,7470,6567,7470,0.8791164658634538,1.0,0,0,
recency-weighted-15y,emergencyPressure-high,constitutional-council,120,0,120,8201,5940,1143,0.7243019144006828,0.13937324716497987,0,0,
recency-weighted-15y,emergencyPressure-high,weak-form-review,120,0,0,8236,5772,1129,0.7008256435162701,0.1370811073336571,1796,21,0.011692650334075724
recency-weighted-15y,emergencyPressure-high,reasoned-with-fast-procedure,120,0,120,9508,1677,0,0.17637778712663021,0.0,0,0,
recency-weighted-15y,emergencyPressure-high,council-with-full-court-structure,120,0,120,8250,5999,1140,0.7271515151515151,0.13818181818181818,0,0,
recency-weighted-15y,emergencyPressure-high,weak-form-half-response,120,0,0,8193,5693,1125,0.6948614671060661,0.13731233980227023,899,0,0.0
recency-weighted-15y,emergencyPressure-high,weak-form-no-response,120,0,120,8243,5675,1125,0.6884629382506369,0.1364794370981439,0,0,
recency-weighted-15y,rightsThreatRate-low,current-federal-court,120,0,120,3979,84,0,0.021110831867303344,0.0,0,0,
recency-weighted-15y,rightsThreatRate-low,reasoned-emergency-review,120,0,120,752,662,752,0.8803191489361702,1.0,0,0,
recency-weighted-15y,rightsThreatRate-low,constitutional-council,120,0,120,1383,982,157,0.7100506146059291,0.11352133044107014,0,0,
recency-weighted-15y,rightsThreatRate-low,weak-form-review,120,0,0,1351,948,136,0.7017024426350851,0.10066617320503331,1752,142,0.08105022831050228
recency-weighted-15y,rightsThreatRate-low,reasoned-with-fast-procedure,120,0,120,3956,686,0,0.17340748230535896,0.0,0,0,
recency-weighted-15y,rightsThreatRate-low,council-with-full-court-structure,120,0,120,1329,949,142,0.7140707298720843,0.10684725357411588,0,0,
recency-weighted-15y,rightsThreatRate-low,weak-form-half-response,120,0,0,1367,951,139,0.695683979517191,0.10168251645940014,908,0,0.0
recency-weighted-15y,rightsThreatRate-low,weak-form-no-response,120,0,120,1365,953,143,0.6981684981684981,0.10476190476190476,0,0,
recency-weighted-15y,rightsThreatRate-high,current-federal-court,120,0,120,4031,91,0,0.022575043413545028,0.0,0,0,
recency-weighted-15y,rightsThreatRate-high,reasoned-emergency-review,120,0,120,785,692,785,0.8815286624203822,1.0,0,0,
recency-weighted-15y,rightsThreatRate-high,constitutional-council,120,0,120,1373,1017,381,0.7407137654770576,0.27749453750910413,0,0,
recency-weighted-15y,rightsThreatRate-high,weak-form-review,120,0,0,1419,1006,355,0.7089499647639183,0.25017618040873857,5103,186,0.036449147560258674
recency-weighted-15y,rightsThreatRate-high,reasoned-with-fast-procedure,120,0,120,4023,731,0,0.18170519512801392,0.0,0,0,
recency-weighted-15y,rightsThreatRate-high,council-with-full-court-structure,120,0,120,1400,1054,345,0.7528571428571429,0.24642857142857144,0,0,
recency-weighted-15y,rightsThreatRate-high,weak-form-half-response,120,0,0,1359,960,360,0.7064017660044151,0.26490066225165565,2592,0,0.0
recency-weighted-15y,rightsThreatRate-high,weak-form-no-response,120,0,120,1382,977,378,0.7069464544138929,0.2735166425470333,0,0,
recency-weighted-15y,appointmentPolarization-low,current-federal-court,120,0,120,3942,94,0,0.023845763571790968,0.0,0,0,
recency-weighted-15y,appointmentPolarization-low,reasoned-emergency-review,120,0,120,706,616,706,0.8725212464589235,1.0,0,0,
recency-weighted-15y,appointmentPolarization-low,constitutional-council,120,0,120,1290,961,190,0.7449612403100775,0.14728682170542637,0,0,
recency-weighted-15y,appointmentPolarization-low,weak-form-review,120,0,0,1316,940,198,0.7142857142857143,0.15045592705167174,2980,163,0.05469798657718121
recency-weighted-15y,appointmentPolarization-low,reasoned-with-fast-procedure,120,0,120,3936,708,0,0.1798780487804878,0.0,0,0,
recency-weighted-15y,appointmentPolarization-low,council-with-full-court-structure,120,0,120,1308,964,207,0.7370030581039755,0.15825688073394495,0,0,
recency-weighted-15y,appointmentPolarization-low,weak-form-half-response,120,0,0,1306,919,203,0.7036753445635529,0.1554364471669219,1482,0,0.0
recency-weighted-15y,appointmentPolarization-low,weak-form-no-response,120,0,120,1313,916,200,0.6976389946686976,0.15232292460015232,0,0,
recency-weighted-15y,appointmentPolarization-high,current-federal-court,120,0,120,3933,95,0,0.024154589371980676,0.0,0,0,
recency-weighted-15y,appointmentPolarization-high,reasoned-emergency-review,120,1,120,766,665,766,0.8681462140992167,1.0,0,0,
recency-weighted-15y,appointmentPolarization-high,constitutional-council,120,0,120,1386,1023,191,0.7380952380952381,0.1378066378066378,0,0,
recency-weighted-15y,appointmentPolarization-high,weak-form-review,120,0,0,1321,927,186,0.7017411052233157,0.14080242240726723,3046,148,0.048588312541037425
recency-weighted-15y,appointmentPolarization-high,reasoned-with-fast-procedure,120,0,120,3982,703,0,0.17654445002511301,0.0,0,0,
recency-weighted-15y,appointmentPolarization-high,council-with-full-court-structure,120,0,120,1368,976,176,0.7134502923976608,0.1286549707602339,0,0,
recency-weighted-15y,appointmentPolarization-high,weak-form-half-response,120,0,0,1330,943,190,0.7090225563909774,0.14285714285714285,1521,0,0.0
recency-weighted-15y,appointmentPolarization-high,weak-form-no-response,120,0,120,1386,954,185,0.6883116883116883,0.13347763347763347,0,0,
recency-weighted-15y,legislativeConflict-low,current-federal-court,120,0,120,3979,88,0,0.022116109575270167,0.0,0,0,
recency-weighted-15y,legislativeConflict-low,reasoned-emergency-review,120,0,120,792,700,792,0.8838383838383839,1.0,0,0,
recency-weighted-15y,legislativeConflict-low,constitutional-council,120,0,120,1264,907,182,0.7175632911392406,0.1439873417721519,0,0,
recency-weighted-15y,legislativeConflict-low,weak-form-review,120,0,0,1340,899,172,0.6708955223880597,0.12835820895522387,2711,626,0.23091110291405387
recency-weighted-15y,legislativeConflict-low,reasoned-with-fast-procedure,120,0,120,3971,651,0,0.16393855452027198,0.0,0,0,
recency-weighted-15y,legislativeConflict-low,council-with-full-court-structure,120,0,120,1338,993,215,0.742152466367713,0.16068759342301944,0,0,
recency-weighted-15y,legislativeConflict-low,weak-form-half-response,120,0,0,1312,936,203,0.7134146341463414,0.15472560975609756,1355,1,0.0007380073800738007
recency-weighted-15y,legislativeConflict-low,weak-form-no-response,120,0,120,1335,927,196,0.6943820224719102,0.14681647940074907,0,0,
recency-weighted-15y,legislativeConflict-high,current-federal-court,120,0,120,3987,92,0,0.023074993729621268,0.0,0,0,
recency-weighted-15y,legislativeConflict-high,reasoned-emergency-review,120,0,120,745,650,745,0.87248322147651,1.0,0,0,
recency-weighted-15y,legislativeConflict-high,constitutional-council,120,0,120,1314,929,187,0.7070015220700152,0.14231354642313546,0,0,
recency-weighted-15y,legislativeConflict-high,weak-form-review,120,0,0,1316,940,191,0.7142857142857143,0.14513677811550152,3308,0,0.0
recency-weighted-15y,legislativeConflict-high,reasoned-with-fast-procedure,120,0,120,3978,713,0,0.1792357968828557,0.0,0,0,
recency-weighted-15y,legislativeConflict-high,council-with-full-court-structure,120,0,120,1335,982,196,0.7355805243445693,0.14681647940074907,0,0,
recency-weighted-15y,legislativeConflict-high,weak-form-half-response,120,0,0,1283,899,172,0.700701480904131,0.13406079501169135,1624,0,0.0
recency-weighted-15y,legislativeConflict-high,weak-form-no-response,120,0,120,1309,893,188,0.6822001527883881,0.1436210847975554,0,0,
recency-weighted-15y,implementationCapacity-low,current-federal-court,120,0,120,4016,89,0,0.022161354581673308,0.0,0,0,
recency-weighted-15y,implementationCapacity-low,reasoned-emergency-review,120,0,120,741,644,741,0.8690958164642375,1.0,0,0,
recency-weighted-15y,implementationCapacity-low,constitutional-council,120,0,120,1335,978,217,0.7325842696629213,0.16254681647940075,0,0,
recency-weighted-15y,implementationCapacity-low,weak-form-review,120,0,0,1313,910,198,0.693069306930693,0.1507996953541508,3036,0,0.0
recency-weighted-15y,implementationCapacity-low,reasoned-with-fast-procedure,120,0,120,3994,729,0,0.18252378567851776,0.0,0,0,
recency-weighted-15y,implementationCapacity-low,council-with-full-court-structure,120,0,120,1293,934,196,0.7223511214230471,0.15158546017014696,0,0,
recency-weighted-15y,implementationCapacity-low,weak-form-half-response,120,0,0,1377,993,206,0.7211328976034859,0.14960058097313,1542,0,0.0
recency-weighted-15y,implementationCapacity-low,weak-form-no-response,120,0,120,1292,859,206,0.6648606811145511,0.15944272445820434,0,0,
recency-weighted-15y,implementationCapacity-high,current-federal-court,120,0,120,3925,96,0,0.02445859872611465,0.0,0,0,
recency-weighted-15y,implementationCapacity-high,reasoned-emergency-review,120,0,120,769,666,769,0.8660598179453837,1.0,0,0,
recency-weighted-15y,implementationCapacity-high,constitutional-council,120,0,120,1344,993,189,0.7388392857142857,0.140625,0,0,
recency-weighted-15y,implementationCapacity-high,weak-form-review,120,0,0,1321,903,169,0.6835730507191522,0.1279333838001514,2964,652,0.21997300944669365
recency-weighted-15y,implementationCapacity-high,reasoned-with-fast-procedure,120,0,120,3963,739,0,0.1864748927580116,0.0,0,0,
recency-weighted-15y,implementationCapacity-high,council-with-full-court-structure,120,0,120,1330,990,178,0.7443609022556391,0.13383458646616542,0,0,
recency-weighted-15y,implementationCapacity-high,weak-form-half-response,120,0,0,1292,925,158,0.7159442724458205,0.12229102167182662,1464,0,0.0
recency-weighted-15y,implementationCapacity-high,weak-form-no-response,120,0,120,1350,957,172,0.7088888888888889,0.1274074074074074,0,0,
recency-weighted-15y,partyFragmentation-low,current-federal-court,120,0,120,3882,79,0,0.020350334878928386,0.0,0,0,
recency-weighted-15y,partyFragmentation-low,reasoned-emergency-review,120,1,120,784,672,784,0.8571428571428571,1.0,0,0,
recency-weighted-15y,partyFragmentation-low,constitutional-council,120,0,120,1376,1012,226,0.7354651162790697,0.16424418604651161,0,0,
recency-weighted-15y,partyFragmentation-low,weak-form-review,120,0,0,1311,927,192,0.7070938215102975,0.14645308924485126,2994,946,0.31596526386105545
recency-weighted-15y,partyFragmentation-low,reasoned-with-fast-procedure,120,0,120,4006,680,0,0.16974538192710933,0.0,0,0,
recency-weighted-15y,partyFragmentation-low,council-with-full-court-structure,120,0,120,1324,971,198,0.7333836858006042,0.14954682779456194,0,0,
recency-weighted-15y,partyFragmentation-low,weak-form-half-response,120,0,0,1337,932,188,0.6970830216903515,0.1406133133881825,1481,7,0.004726536124240378
recency-weighted-15y,partyFragmentation-low,weak-form-no-response,120,0,120,1326,920,203,0.693815987933635,0.15309200603318251,0,0,
recency-weighted-15y,partyFragmentation-high,current-federal-court,120,0,120,3933,98,0,0.024917365878464277,0.0,0,0,
recency-weighted-15y,partyFragmentation-high,reasoned-emergency-review,120,0,120,727,648,727,0.8913342503438789,1.0,0,0,
recency-weighted-15y,partyFragmentation-high,constitutional-council,120,0,120,1305,959,212,0.7348659003831418,0.16245210727969348,0,0,
recency-weighted-15y,partyFragmentation-high,weak-form-review,120,0,0,1299,896,196,0.6897613548883756,0.15088529638183218,3012,0,0.0
recency-weighted-15y,partyFragmentation-high,reasoned-with-fast-procedure,120,0,120,3970,686,0,0.17279596977329975,0.0,0,0,
recency-weighted-15y,partyFragmentation-high,council-with-full-court-structure,120,0,120,1391,1006,211,0.7232207045291158,0.15168943206326385,0,0,
recency-weighted-15y,partyFragmentation-high,weak-form-half-response,120,0,0,1372,955,220,0.6960641399416909,0.16034985422740525,1507,0,0.0
recency-weighted-15y,partyFragmentation-high,weak-form-no-response,120,0,120,1343,931,208,0.6932241250930752,0.1548771407297096,0,0,
expanding-history,baseline,current-federal-court,120,0,120,3888,74,0,0.01903292181069959,0.0,0,0,
expanding-history,baseline,reasoned-emergency-review,120,0,120,708,615,708,0.8686440677966102,1.0,0,0,
expanding-history,baseline,constitutional-council,120,0,120,1252,924,168,0.7380191693290735,0.134185303514377,0,0,
expanding-history,baseline,weak-form-review,120,0,0,1250,840,169,0.672,0.1352,3029,177,0.058435127104655
expanding-history,baseline,reasoned-with-fast-procedure,120,0,120,3899,672,0,0.17235188509874327,0.0,0,0,
expanding-history,baseline,council-with-full-court-structure,120,0,120,1266,894,170,0.7061611374407583,0.13428120063191154,0,0,
expanding-history,baseline,weak-form-half-response,120,0,0,1278,924,186,0.7230046948356808,0.14553990610328638,1462,0,0.0
expanding-history,baseline,weak-form-no-response,120,0,120,1256,866,166,0.6894904458598726,0.1321656050955414,0,0,
expanding-history,emergencyPressure-low,current-federal-court,120,1,120,579,15,0,0.025906735751295335,0.0,0,0,
expanding-history,emergencyPressure-low,reasoned-emergency-review,120,119,120,1,1,1,1.0,1.0,0,0,
expanding-history,emergencyPressure-low,constitutional-council,120,118,120,2,2,1,1.0,0.5,0,0,
expanding-history,emergencyPressure-low,weak-form-review,120,119,0,1,1,1,1.0,1.0,3241,287,0.08855291576673865
